,Source Account,Tweet Text,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
60,CNN Breaking News,RT @CNNPolitics: President Trump's FISA tweets throw Washington into chaos https://t.co/WiSk6WwgkJ https://t.co/rLQTeMRWmY,Thu Jan 11 17:03:55 +0000 2018,-0.5719,0.0,0.748,0.252
61,CNN Breaking News,"House passes legislation reauthorizing FISA, despite Trump's tweets criticizing the government's surveillance progr… https://t.co/RqYnWSyRzi",Thu Jan 11 16:49:31 +0000 2018,0.2755,0.14,0.86,0.0
62,CNN Breaking News,"RT @CNNMoney: New guidelines mean states could require non-disabled, working age Medicaid recipients to work, volunteer, go to school or en…",Thu Jan 11 12:46:06 +0000 2018,0.0,0.0,1.0,0.0
63,CNN Breaking News,"Rescue workers search for those missing after tons of mud, trees and boulders swept away homes in Southern Californ… https://t.co/jx84E18Fcz",Thu Jan 11 08:43:03 +0000 2018,0.2732,0.14,0.766,0.094
64,CNN Breaking News,An Ohio man has been charged with allegedly creating malware to spy on people for more than 13 years… https://t.co/SbFSlHazHT,Wed Jan 10 22:31:39 +0000 2018,0.1027,0.1,0.818,0.082
65,CNN Breaking News,RT @CNNMoney: S&amp;P 500 and Nasdaq suffer first losses of 2018. United soars 7% on upbeat outlook. GM dips 2% on NAFTA jitters. https://t.co/…,Wed Jan 10 21:05:45 +0000 2018,-0.5267,0.093,0.7,0.207
66,CNN Breaking News,"Trump told South Korea's Moon Jae-In he's open to talks with the North if the timing and circumstances are right, T… https://t.co/9V1DPYqfQN",Wed Jan 10 17:55:17 +0000 2018,0.0,0.0,1.0,0.0
67,CNN Breaking News,"California Republican Rep. Darrell Issa, best known for his attack-dog style, won't run for re-election… https://t.co/lL9THdKkQP",Wed Jan 10 16:37:32 +0000 2018,0.6369,0.219,0.781,0.0
68,CNN Breaking News,RT @CNNPolitics: A retired ambassador to Libya has been tapped to lead the State Department's Accountability Review Board examining the att…,Wed Jan 10 16:36:44 +0000 2018,0.0,0.0,1.0,0.0
69,CNN Breaking News,RT @CNNMoney: Stocks pull back from record highs. Dow opens down 67 points. Nasdaq falls 0.5%. https://t.co/A9OlUXl3FI,Wed Jan 10 14:42:19 +0000 2018,0.0,0.0,1.0,0.0
70,CNN Breaking News,A federal judge in California temporarily blocked the Trump administration's efforts to end the Deferred Action for… https://t.co/RPik2LTndx,Wed Jan 10 05:07:08 +0000 2018,-0.2732,0.0,0.884,0.116
71,CNN Breaking News,US Pacific Tsunami Warning Center said tsunami waves were possible for several countries in Caribbean and Central A… https://t.co/vm3MyayX9L,Wed Jan 10 04:24:49 +0000 2018,-0.34,0.0,0.882,0.118
72,CNN Breaking News,"RT @CNNPolitics: President Trump's lawyer files lawsuits against BuzzFeed, Fusion GPS over dossier https://t.co/cCPcqaSHLq https://t.co/b5t…",Wed Jan 10 04:23:39 +0000 2018,-0.1531,0.0,0.897,0.103
73,CNN Breaking News,"RT @CNNPolitics: Democrats seek to avoid DACA's isolation in budget negotiations
https://t.co/Ovgn692dip https://t.co/fYjvN0O7Sb",Wed Jan 10 04:23:35 +0000 2018,-0.5994,0.0,0.692,0.308
74,CNN Breaking News,North Carolina will have to redraw its congressional districts after federal judges ruled the map unconstitutionall… https://t.co/GAZDppWUuW,Wed Jan 10 01:36:11 +0000 2018,0.0,0.0,1.0,0.0
75,CNN Breaking News,"The Trump administration says it won't seek oil and gas drilling off the Florida coast, a shift from last week's mo… https://t.co/SHjkvqIx8Q",Wed Jan 10 01:20:57 +0000 2018,0.0,0.0,1.0,0.0
76,CNN Breaking News,"A white man involved with neo-Nazi groups has been charged with terrorism for attempting to wreck an Amtrak train,… https://t.co/aaXNK1nUuI",Wed Jan 10 00:28:12 +0000 2018,-0.8519,0.0,0.632,0.368
77,CNN Breaking News,At least eight people are dead in the Southern California mudslides brought on by heavy rain https://t.co/SXeRAywxBZ https://t.co/J1I2Hcs1qj,Tue Jan 09 22:40:58 +0000 2018,-0.6486,0.0,0.798,0.202
78,CNN Breaking News,Steve Bannon is stepping down from Breitbart News after coming under fire for comments he made in an explosive book… https://t.co/zHFGTukcu2,Tue Jan 09 21:26:17 +0000 2018,-0.34,0.0,0.893,0.107
79,CNN Breaking News,"RT @CNNMoney: S&amp;P 500, Nasdaq notch all-time highs for 6th day in a row. Dow jumps 103 points to a record. Oil hits 3-year high. https://t.…",Tue Jan 09 21:08:21 +0000 2018,0.0,0.0,1.0,0.0
80,CNN Breaking News,"RT @CNNPolitics: Trump says he wants bipartisan immigration reform: ""I feel having the Democrats in with us is absolutely vital ... it shou…",Tue Jan 09 17:58:59 +0000 2018,0.3597,0.102,0.898,0.0
81,CNN Breaking News,"RT @CNNPolitics: Joe Arpaio, the controversial sheriff pardoned by President Trump, enters the Arizona Senate race https://t.co/Mt5fGFGmaV…",Tue Jan 09 16:55:00 +0000 2018,0.0258,0.102,0.802,0.096
82,CNN Breaking News,"Firefighters rescue at least eight people as heavy rains trigger mudslides in Montecito, California. Follow live up… https://t.co/pSCS2YpaLJ",Tue Jan 09 16:54:45 +0000 2018,0.5106,0.163,0.837,0.0
83,CNN Breaking News,People are being rescued from buildings and cars as heavy rain triggers mudslides in areas charred by wildfires. Pa… https://t.co/PPKiejPvNx,Tue Jan 09 14:57:01 +0000 2018,0.4215,0.128,0.872,0.0
84,CNN Breaking News,"Best friend Gayle King addresses speculation that Oprah might run for President, says, ""I do think she's intrigued… https://t.co/6vipTes3Ag",Tue Jan 09 14:34:47 +0000 2018,0.8126,0.303,0.697,0.0
85,CNN Breaking News,"Iranian lawmaker says roughly 3,700 people were arrested during anti-government protests, far higher than the 450 o… https://t.co/Y5XJeCt34E",Tue Jan 09 13:59:33 +0000 2018,-0.6124,0.0,0.762,0.238
86,CNN Breaking News,"RT @CNN: With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/vdKtLwkBUE https://t.co/x…",Tue Jan 09 13:08:31 +0000 2018,0.6486,0.218,0.782,0.0
87,CNN Breaking News,Alabama beats Georgia to capture the 5th college football national title in 9 seasons for the Crimson Tide and Coac… https://t.co/Kekz8QCe7L,Tue Jan 09 05:26:02 +0000 2018,0.0,0.0,1.0,0.0
88,CNN Breaking News,"North Korea will send a team to next month’s Winter Olympics, a South Korean official says https://t.co/HAfQEA4HUm",Tue Jan 09 04:40:41 +0000 2018,0.0,0.0,1.0,0.0
89,CNN Breaking News,Federal regulators have rejected a controversial Trump administration proposal that would have propped up slumping… https://t.co/FOqXM6XvPC,Mon Jan 08 22:54:22 +0000 2018,-0.6249,0.0,0.718,0.282
90,CNN Breaking News,"The US has the worst overall child mortality rate compared with those of 19 other wealthy nations, a study finds… https://t.co/VbQAHxoYia",Mon Jan 08 22:24:42 +0000 2018,-0.3818,0.102,0.732,0.167
91,CNN Breaking News,Trump's lawyers have been preparing for months in anticipation that special counsel Robert Mueller will ask to inte… https://t.co/cYXAS1tNRz,Mon Jan 08 21:23:45 +0000 2018,0.4767,0.194,0.806,0.0
92,CNN Breaking News,RT @CNNPolitics: Exclusive: A bipartisan pair of lawmakers unveil a DACA plan https://t.co/lRmpK6vSlE https://t.co/9ej3hO3MUl,Mon Jan 08 21:12:53 +0000 2018,0.128,0.12,0.88,0.0
93,CNN Breaking News,"RT @CNNMoney: S&amp;P 500 and Nasdaq close at record highs for fifth day in a row. Dow retreats slightly, ending win streak. https://t.co/A9OlU…",Mon Jan 08 21:12:31 +0000 2018,0.5456,0.144,0.856,0.0
94,CNN Breaking News,RT @CNNPolitics: A conservative watchdog group led by Steve Bannon tried to discredit Donald Trump in the early stages of the 2016 GOP pres…,Mon Jan 08 20:09:24 +0000 2018,0.0,0.0,1.0,0.0
95,CNN Breaking News,"Mitt Romney had prostate cancer surgery last summer and the prognosis is good, a source says https://t.co/9lnkQy1YSd https://t.co/uJlXXaCIYS",Mon Jan 08 19:36:38 +0000 2018,-0.3612,0.13,0.673,0.197
96,CNN Breaking News,64 people presumed dead off the coast of Libya in first reported Mediterranean shipwreck to claim migrant lives in… https://t.co/f9BxwhKHWt,Mon Jan 08 17:59:48 +0000 2018,-0.6486,0.0,0.815,0.185
97,CNN Breaking News,"Trump to end protections for some immigrants from El Salvador, a source says. More than 200,000 people in the US si… https://t.co/cxSQjw38Wx",Mon Jan 08 16:20:19 +0000 2018,0.0,0.0,1.0,0.0
98,CNN Breaking News,"Oprah Winfrey is “actively thinking” about running for President in 2020, two close friends say… https://t.co/TiRfDMHkKZ",Mon Jan 08 15:06:57 +0000 2018,0.4767,0.171,0.829,0.0
99,CNN Breaking News,"A firefighter and an engineer suffer minor injuries after small fire breaks out on roof of Trump Tower, FDNY says… https://t.co/B3npAqXPYC",Mon Jan 08 14:29:43 +0000 2018,-0.7096,0.0,0.753,0.247
0,Fox News,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",Mon Jan 15 01:29:05 +0000 2018,0.4585,0.196,0.73,0.074
1,Fox News,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,Mon Jan 15 01:28:10 +0000 2018,-0.0516,0.133,0.723,0.145
2,Fox News,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",Mon Jan 15 01:27:33 +0000 2018,0.0,0.0,1.0,0.0
3,Fox News,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",Mon Jan 15 01:19:16 +0000 2018,0.2598,0.102,0.898,0.0
4,Fox News,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,Mon Jan 15 01:15:05 +0000 2018,0.0,0.0,1.0,0.0
5,Fox News,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,Mon Jan 15 01:12:35 +0000 2018,0.0,0.0,1.0,0.0
6,Fox News,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",Mon Jan 15 01:07:46 +0000 2018,0.6124,0.211,0.789,0.0
7,Fox News,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,Mon Jan 15 01:03:43 +0000 2018,-0.3182,0.088,0.72,0.192
8,Fox News,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",Mon Jan 15 00:51:50 +0000 2018,0.0,0.0,1.0,0.0
9,Fox News,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",Mon Jan 15 00:35:00 +0000 2018,-0.4767,0.0,0.744,0.256
10,Fox News,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",Mon Jan 15 00:22:20 +0000 2018,0.8519,0.407,0.593,0.0
11,Fox News,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",Mon Jan 15 00:21:19 +0000 2018,0.0,0.0,1.0,0.0
12,Fox News,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",Mon Jan 15 00:19:40 +0000 2018,0.3612,0.185,0.815,0.0
13,Fox News,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",Mon Jan 15 00:09:14 +0000 2018,0.128,0.086,0.914,0.0
14,Fox News,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",Mon Jan 15 00:08:28 +0000 2018,-0.4588,0.0,0.75,0.25
15,Fox News,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,Sun Jan 14 23:58:50 +0000 2018,-0.4404,0.144,0.564,0.292
16,Fox News,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",Sun Jan 14 23:56:22 +0000 2018,-0.25,0.0,0.9,0.1
17,Fox News,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",Sun Jan 14 23:53:24 +0000 2018,0.4019,0.114,0.886,0.0
18,Fox News,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,Sun Jan 14 23:50:40 +0000 2018,0.395,0.22,0.78,0.0
19,Fox News,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",Sun Jan 14 23:50:40 +0000 2018,-0.8519,0.0,0.617,0.383
20,Fox News,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",Mon Jan 15 01:29:05 +0000 2018,0.4585,0.196,0.73,0.074
21,Fox News,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,Mon Jan 15 01:28:10 +0000 2018,-0.0516,0.133,0.723,0.145
22,Fox News,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",Mon Jan 15 01:27:33 +0000 2018,0.0,0.0,1.0,0.0
23,Fox News,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",Mon Jan 15 01:19:16 +0000 2018,0.2598,0.102,0.898,0.0
24,Fox News,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,Mon Jan 15 01:15:05 +0000 2018,0.0,0.0,1.0,0.0
25,Fox News,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,Mon Jan 15 01:12:35 +0000 2018,0.0,0.0,1.0,0.0
26,Fox News,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",Mon Jan 15 01:07:46 +0000 2018,0.6124,0.211,0.789,0.0
27,Fox News,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,Mon Jan 15 01:03:43 +0000 2018,-0.3182,0.088,0.72,0.192
28,Fox News,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",Mon Jan 15 00:51:50 +0000 2018,0.0,0.0,1.0,0.0
29,Fox News,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",Mon Jan 15 00:35:00 +0000 2018,-0.4767,0.0,0.744,0.256
30,Fox News,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",Mon Jan 15 00:22:20 +0000 2018,0.8519,0.407,0.593,0.0
31,Fox News,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",Mon Jan 15 00:21:19 +0000 2018,0.0,0.0,1.0,0.0
32,Fox News,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",Mon Jan 15 00:19:40 +0000 2018,0.3612,0.185,0.815,0.0
33,Fox News,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",Mon Jan 15 00:09:14 +0000 2018,0.128,0.086,0.914,0.0
34,Fox News,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",Mon Jan 15 00:08:28 +0000 2018,-0.4588,0.0,0.75,0.25
35,Fox News,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,Sun Jan 14 23:58:50 +0000 2018,-0.4404,0.144,0.564,0.292
36,Fox News,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",Sun Jan 14 23:56:22 +0000 2018,-0.25,0.0,0.9,0.1
37,Fox News,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",Sun Jan 14 23:53:24 +0000 2018,0.4019,0.114,0.886,0.0
38,Fox News,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,Sun Jan 14 23:50:40 +0000 2018,0.395,0.22,0.78,0.0
39,Fox News,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",Sun Jan 14 23:50:40 +0000 2018,-0.8519,0.0,0.617,0.383
40,Fox News,".@gen_jackkeane: ""We have the capacity to track any missile launch, any place in the world, through our satellites… https://t.co/j6IA3W2r5f",Sun Jan 14 23:46:37 +0000 2018,0.0,0.0,1.0,0.0
41,Fox News,OPINION: Want to live longer? The US system of free-market investment in cures is the answer (via @FoxNewsOpinion) https://t.co/mbJUyAUvyw,Sun Jan 14 23:43:34 +0000 2018,0.0772,0.067,0.933,0.0
42,Fox News,Casino boat catches fire off Florida with 50 passengers aboard; 1 reported missing https://t.co/yWlg0XX9j5,Sun Jan 14 23:36:50 +0000 2018,-0.5423,0.07,0.637,0.293
43,Fox News,"Anti-government protesters in Iran thank President #Trump for his support, @EricShawnTV reports.… https://t.co/Fdk9huX1ZA",Sun Jan 14 23:35:20 +0000 2018,0.5106,0.304,0.585,0.111
44,Fox News,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/HW0WY2Eyhm,Sun Jan 14 23:31:25 +0000 2018,-0.8625,0.0,0.51,0.49
45,Fox News,".@akarl_smith: ""Immigration is really #Trump's signature issue, so any acceptance by him on a bipartisan deal...he… https://t.co/wBeWtP3dDm",Sun Jan 14 23:28:59 +0000 2018,0.507,0.179,0.821,0.0
46,Fox News,Hawaii false alarm raises concerns over U.S. preparedness in case of a real threat https://t.co/qJu9Jmyz66 https://t.co/oZ634ELLij,Sun Jan 14 23:17:32 +0000 2018,-0.7003,0.0,0.691,0.309
47,Fox News,".@VP laid a wreath at the Martin Luther King, Jr. National Memorial with Second Lady Karen Pence ahead of #MLK Day. https://t.co/OS7FHGrpVf",Sun Jan 14 23:14:12 +0000 2018,0.0,0.0,1.0,0.0
48,Fox News,"Actress Ashley Judd commends Franco's 'culpability,' calls it 'terrific' https://t.co/7aiO6BgTKx",Sun Jan 14 23:11:39 +0000 2018,0.0,0.0,1.0,0.0
49,Fox News,"'Deplorable' NYU prof sues university, colleagues for defamation https://t.co/zErxOgzLiI",Sun Jan 14 22:52:01 +0000 2018,0.0,0.0,1.0,0.0
50,Fox News,"2 women arrested after Texas apartment meth lab explodes with child inside, police say https://t.co/m3ieBUo0h2",Sun Jan 14 22:42:31 +0000 2018,-0.4767,0.0,0.807,0.193
51,Fox News,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/Po6mwXrx8q",Sun Jan 14 22:34:54 +0000 2018,0.34,0.112,0.888,0.0
52,Fox News,RT @EricShawnTV: I anchor @FoxNews at 6pm ET and again tomorrow morning on @AmericaNewsroom. Today #Hawaii Rep. @TulsiGabbard said that @PO…,Sun Jan 14 22:34:14 +0000 2018,0.0,0.0,1.0,0.0
53,Fox News,UK politician's model girlfriend suspended after reported 'vile' Meghan Markle remarks https://t.co/RRTWldTttq,Sun Jan 14 22:32:33 +0000 2018,-0.4767,0.0,0.78,0.22
54,Fox News,Taylor Swift told to beware gun-seeking 'boyfriend' by police officers https://t.co/2XEgKsRb3X,Sun Jan 14 22:28:21 +0000 2018,0.2023,0.153,0.847,0.0
55,Fox News,Dow milestones since election. https://t.co/xei3jV9rQD,Sun Jan 14 22:28:15 +0000 2018,0.0,0.0,1.0,0.0
56,Fox News,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/MIaIBTGk68",Sun Jan 14 22:24:40 +0000 2018,0.4939,0.198,0.802,0.0
57,Fox News,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/qDi6Jad4Zt",Sun Jan 14 22:23:38 +0000 2018,0.6124,0.222,0.778,0.0
58,Fox News,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/TiHQBgVQ6G",Sun Jan 14 22:21:04 +0000 2018,0.4973,0.152,0.848,0.0
59,Fox News,".@PeteHegseth: ""The Left loves to point at Americans who they don't like and say they're unacceptable. But when [… https://t.co/AMd9vq2mDx",Sun Jan 14 22:15:40 +0000 2018,-0.1053,0.143,0.659,0.198
60,Fox News,.@dBongino: “I and many other people I’m communicating with on this collusion nonsense… really believe that this wa… https://t.co/orW0zrnlD4,Sun Jan 14 22:15:01 +0000 2018,0.0,0.0,1.0,0.0
61,Fox News,"Dennis Rodman arrested, charged with DUI https://t.co/RNZFTxWBWF",Sun Jan 14 22:14:25 +0000 2018,-0.5994,0.0,0.505,0.495
62,Fox News,"""You can either send money to Washington or you can give it to your employees. The employees earned the money. Wash… https://t.co/yjRzT6ZYvA",Sun Jan 14 22:14:00 +0000 2018,0.0,0.0,1.0,0.0
63,Fox News,"Chelsea Manning confirms Senate bid, says 'Yup, we're running' https://t.co/xWWIIbaMSp https://t.co/hZMkPwwurB",Sun Jan 14 22:12:39 +0000 2018,0.0,0.0,1.0,0.0
64,Fox News,"Drugged driver crashes car into second story of California building, officials say https://t.co/QcizFnTptn",Sun Jan 14 22:12:14 +0000 2018,0.0,0.0,1.0,0.0
65,Fox News,.@BillClinton Denies Foundation Paid for Chelsea Clinton's Wedding https://t.co/gcLBTXmtvh https://t.co/j38S8Xt8dZ,Sun Jan 14 22:05:06 +0000 2018,-0.4215,0.0,0.763,0.237
66,Fox News,"Ambassador James Jeffrey: ""We are not well-prepared for any emergency."" https://t.co/NuTPgSKXA5 https://t.co/KUsXYNJIOd",Sun Jan 14 22:04:08 +0000 2018,0.0,0.0,1.0,0.0
67,Fox News,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/le9KohbiTw,Sun Jan 14 21:59:04 +0000 2018,-0.8625,0.0,0.51,0.49
68,Fox News,Hawaii false alarm prompts plans for FCC investigation https://t.co/NuTPgSKXA5 https://t.co/XFlCQykalI,Sun Jan 14 21:56:32 +0000 2018,-0.34,0.0,0.789,0.211
69,Fox News,".@AlvedaCKing: ""People were saying that President Trump has called Haiti and Africa a bad word. No, he was referrin… https://t.co/JV76scGt5j",Sun Jan 14 21:56:04 +0000 2018,-0.6908,0.0,0.749,0.251
70,Fox News,"Porn star Olivia Nova’s friend says she ‘wanted to change her lifestyle' before her death, report says https://t.co/8T8hEHYkFX",Sun Jan 14 21:54:36 +0000 2018,-0.1779,0.139,0.693,0.169
71,Fox News,".@SecNielsen: ""I don't recall [President #Trump] saying that exact phrase."" https://t.co/7ACgdZGkmc https://t.co/X1GW8HLeiE",Sun Jan 14 21:50:03 +0000 2018,0.0,0.0,1.0,0.0
72,Fox News,20 people killed in California's deadly mudslides https://t.co/ljWdYCcKUA https://t.co/QwfH4x0pA4,Sun Jan 14 21:48:14 +0000 2018,-0.6705,0.0,0.64,0.36
73,Fox News,"Amb. James Jeffrey on North Korea: ""All of the good emergency preparedness training and exercises in the world will… https://t.co/zhjqnjyj5M",Sun Jan 14 21:47:53 +0000 2018,0.0772,0.123,0.766,0.111
74,Fox News,".@MarkSKrikorian: ""The average illegal immigrant costs taxpayers, over his lifetime... $75,000."" https://t.co/vQpKXyj5c0",Sun Jan 14 21:45:02 +0000 2018,-0.5574,0.0,0.753,0.247
75,Fox News,".@RepDeSantis: ""Did the FBI know that [the dossier] was funded by the Democratic Party and @HillaryClinton?"" https://t.co/d9gWefblUq",Sun Jan 14 21:43:27 +0000 2018,0.4019,0.144,0.856,0.0
76,Fox News,"President #Trump: DACA is ""probably dead"" https://t.co/JejH8Wa6XM https://t.co/u6heNrMsTM",Sun Jan 14 21:43:21 +0000 2018,-0.6486,0.0,0.619,0.381
77,Fox News,Israeli army destroys Hamas tunnel on video https://t.co/OTdbX0vB77,Sun Jan 14 21:39:35 +0000 2018,-0.5574,0.0,0.66,0.34
78,Fox News,"Jeff Mason on border security: ""Many [Democrats] will say they're not opposed to having increased security, but the… https://t.co/GfZSR9QQWP",Sun Jan 14 21:33:40 +0000 2018,0.4497,0.236,0.764,0.0
79,Fox News,".@chuckwoolery: ""Trump says he didn't say it, so I'm going to go with Trump. I don't think he said it.""… https://t.co/EY0xswk5kT",Sun Jan 14 21:29:15 +0000 2018,0.0,0.0,1.0,0.0
80,Fox News,"Pre-Trump DACA rules being reinstated, US agency says      https://t.co/BIFt0YDCTC",Sun Jan 14 21:26:52 +0000 2018,0.0,0.0,1.0,0.0
81,Fox News,".@AllysiaFinley: ""[@Oprah's] almost another #Obama, she can rise above the animosity."" https://t.co/m4OUdqZ2fc… https://t.co/za0DXUhay5",Sun Jan 14 21:26:43 +0000 2018,0.0,0.0,1.0,0.0
82,Fox News,".@KimStrassel: ""One of the biggest criticisms of @realDonaldTrump is that he doesn't necessarily have a lot of poli… https://t.co/lS3MbTvoVH",Sun Jan 14 21:18:55 +0000 2018,-0.2263,0.0,0.899,0.101
83,Fox News,".@davidwebbshow: ""Democrats are hypocrites. They voted for stronger border security, they voted for physical barrie… https://t.co/Br9V1UWnCV",Sun Jan 14 21:16:04 +0000 2018,0.6124,0.263,0.737,0.0
84,Fox News,"Father, 30, identified as 20th California mudslides victim https://t.co/Fum6WUglJh",Sun Jan 14 21:13:03 +0000 2018,-0.2732,0.0,0.792,0.208
85,Fox News,".@KimStrassel: [President #Trump] did look as though he was competent, sitting there leading negotiations. The Demo… https://t.co/kYbc2bw9OX",Sun Jan 14 21:06:38 +0000 2018,0.3182,0.126,0.874,0.0
86,Fox News,".@MichaelRCaputo: “There were hundreds, if not just over a thousand people, who were unmasked for what appears to b… https://t.co/cUw0GkMGme",Sun Jan 14 21:06:34 +0000 2018,0.0,0.0,1.0,0.0
87,Fox News,JANUARY 20th: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12… https://t.co/k9ABONila3,Sun Jan 14 21:05:06 +0000 2018,0.1139,0.071,0.929,0.0
88,Fox News,".@DanHenninger on calls to invoke the 25th Amendment: ""It's a fantasy. It's ludicrous. It's absurd. It's pointless… https://t.co/s0C4cTgDdf",Sun Jan 14 21:00:13 +0000 2018,-0.3612,0.0,0.865,0.135
89,Fox News,"Bill Murray Plays Bannon as SNL Lampoons Joe, Mika and Michael Wolff  https://t.co/QMeQb7GEs7",Sun Jan 14 20:59:37 +0000 2018,0.25,0.143,0.857,0.0
90,Fox News,"Friend arrested in UPenn student's death made disturbing comments online, acted nervous during arrest, report says https://t.co/nTDgt9ZTex",Sun Jan 14 20:58:10 +0000 2018,-0.891,0.11,0.379,0.51
91,Fox News,".@KimStrassel on Oprah: ""She's not a risk-free candidate."" https://t.co/m4OUdqZ2fc https://t.co/FOaRhkd5bb",Sun Jan 14 20:57:47 +0000 2018,0.0,0.0,1.0,0.0
92,Fox News,".@DanHenninger on @Oprah and the Democrats: ""Democratic Party professionals understand that the new base, which is… https://t.co/yFBC8WQoUA",Sun Jan 14 20:54:31 +0000 2018,0.4019,0.144,0.856,0.0
93,Fox News,".@AllysiaFinley on potential bipartisan immigration deal: ""I think this is a big political winner for [@POTUS]. He… https://t.co/MB4d0ik1cv",Sun Jan 14 20:53:06 +0000 2018,0.5859,0.192,0.808,0.0
